order_id,customer_id,region,order_date,product_category,amount,quantity,status
ORD-15229,6091,South,2024-02-10,Clothing,46.63,7,pending
ORD-56898,1224,South,2024-07-10,Clothing,351.98,3,completed
ORD-37535,7684,East,2024-07-26,Home,41.02,6,completed
ORD-99399,2527,North,23/08/2024,Clothing,411.82,7,completed
ORD-42706,4681,South,2024-10-16,Clothing,354.59,6,completed
ORD-97416,2858,South,May 04 2024,Sports,,3,completed
ORD-23473,8560,South,2024-12-22,Home,46.99,8,completed
ORD-56357,2924,South,2024-04-25,Clothing,493.39,1,completed
ORD-83385,3522,East,2024-06-02,Electronics,190.26,5,completed
ORD-63264,9165,West,2024-12-16,Home,188.47,8,completed
ORD-91351,5781,East,Feb 11 2024,Clothing,407.34,8,completed
ORD-30257,9337,North,2024-11-30,Sports,473.89,5,completed
ORD-41029,5479,North,28/11/2024,Sports,493.07,4,returned
ORD-31299,7807,East,2024-01-17,Sports,377.92,5,completed
ORD-33206,8905,South,2024-02-17,Sports,191.25,10,completed
ORD-64040,8736,East,Jul 26 2024,Clothing,46.33,1,completed
ORD-13248,4993,East,2024-07-13,Clothing,389.69,3,completed
ORD-33509,8483,West,12/07/2024,Home,281.41,2,completed
ORD-53540,3369,West,2024-10-09,Clothing,214.99,2,completed
ORD-63964,7284,South,2024-08-31,Food,453.65,6,returned
ORD-97806,4122,East,Jan 29 2024,Clothing,60.04,9,returned
ORD-42527,9327,North,Nov 22 2024,Food,248.85,7,completed
ORD-44970,3236,South,2024-01-05,Clothing,10.62,10,completed
ORD-30866,2143,West,2024-12-25,Food,236.99,4,completed
ORD-24168,5526,East,28/03/2024,Sports,32.87,9,completed
ORD-60140,7798,South,12/02/2024,Home,63.81,1,pending
ORD-15075,6568,East,2024-09-12,Electronics,,7,completed
ORD-71694,9318,West,2024-08-10,Home,326.36,9,completed
ORD-39154,5377,South,26/11/2024,Food,374.29,7,completed
ORD-36158,1042,South,18/06/2024,Clothing,293.77,9,completed
ORD-70332,5634,West,2024-10-16,Home,481.28,8,returned
ORD-55830,5891,West,2024-02-18,Food,190.56,10,returned
ORD-50001,9022,East,2024-09-27,Home,146.43,4,completed
ORD-39831,3434,West,Jan 22 2024,Electronics,434.96,8,completed
ORD-39219,8316,East,Apr 27 2024,Food,115.68,5,returned
ORD-13101,9824,East,2024-04-18,Home,481.8,2,completed
ORD-96511,8935,East,2024-12-20,Electronics,11.02,7,completed
ORD-53025,6654,East,17/10/2024,Home,485.09,1,completed
ORD-62227,6446,South,31/08/2024,Electronics,26.36,9,completed
ORD-53025,9903,South,18/05/2024,Food,446.12,10,completed
ORD-46517,7180,South,24/01/2024,Sports,266.21,9,completed
ORD-19099,8460,North,2024-02-08,Food,496.52,10,returned
ORD-46585,6272,North,2024-12-16,Sports,41.53,10,completed
ORD-56025,4090,West,May 23 2024,Sports,279.16,3,completed
ORD-94080,4912,South,2024-10-05,Food,484.8,2,pending
ORD-76768,7274,North,2024-10-15,Electronics,263.93,8,returned
ORD-62386,4826,North,Dec 02 2024,Sports,316.55,3,completed
ORD-44741,7730,North,2024-01-17,Clothing,-349.4,3,completed
ORD-80282,1715,West,01/04/2024,Home,230.0,4,pending
ORD-53404,6213,North,2024-06-10,Sports,315.64,4,pending
ORD-13617,8749,West,09/01/2024,Electronics,294.24,3,completed
ORD-93810,7246,West,16/04/2024,Food,451.07,1,completed
ORD-44237,7325,West,2024-10-27,Food,27.5,7,completed
ORD-33405,3492,North,2024-03-14,Home,144.08,2,completed
ORD-86099,9115,South,2024-12-30,Sports,475.45,7,completed
ORD-44795,1606,West,2024-07-22,Sports,445.68,4,completed
ORD-15014,3068,North,2024-02-09,Electronics,230.55,3,completed
ORD-24208,9229,South,2024-06-02,Sports,311.97,10,returned
ORD-88193,6439,North,24/03/2024,Electronics,142.3,5,completed
ORD-66959,2644,West,Oct 15 2024,Sports,98.12,6,returned
ORD-55309,8213,West,2024-05-03,Sports,234.53,2,completed
ORD-51114,2633,West,2024-10-17,Clothing,179.91,2,completed
ORD-67199,9617,North,18/07/2024,Food,293.91,7,completed
ORD-89457,8486,South,Dec 12 2024,Sports,43.48,9,completed
ORD-77033,1251,South,03/10/2024,Sports,487.33,7,completed
ORD-25157,3361,East,2024-06-18,Sports,,9,completed
